 sid  |   code   | stid |   name    | ord |     val      
 5051 | r1tyZfRz |   13 | demo-1-pl |   7 | 1
 5051 | r1tyZfRz |   13 | demo-1-pl |   8 | 1
 5051 | r1tyZfRz |   13 | demo-1-pl |   9 | 0
 5051 | r1tyZfRz |   13 | demo-1-pl |  10 | 4
 5052 | r1t3gZ6j |   13 | demo-1-pl |   0 | 0
 5052 | r1t3gZ6j |   13 | demo-1-pl |   2 | 1987
 5052 | r1t3gZ6j |   13 | demo-1-pl |   3 | 4
 5052 | r1t3gZ6j |   13 | demo-1-pl |   4 | 4
 5052 | r1t3gZ6j |   13 | demo-1-pl |   6 | 0
 5052 | r1t3gZ6j |   13 | demo-1-pl |   7 | 1
 5052 | r1t3gZ6j |   13 | demo-1-pl |   8 | 1
 5052 | r1t3gZ6j |   13 | demo-1-pl |   9 | 0
 5052 | r1t3gZ6j |   13 | demo-1-pl |  10 | 4
 5053 | r1tcwcB9 |   13 | demo-1-pl |   0 | 0
 5053 | r1tcwcB9 |   13 | demo-1-pl |   2 | 2001
 5053 | r1tcwcB9 |   13 | demo-1-pl |   3 | 4
 5053 | r1tcwcB9 |   13 | demo-1-pl |   4 | 4
 5053 | r1tcwcB9 |   13 | demo-1-pl |   6 | 1
 5053 | r1tcwcB9 |   13 | demo-1-pl |   7 | 1
 5053 | r1tcwcB9 |   13 | demo-1-pl |   8 | 1
 5053 | r1tcwcB9 |   13 | demo-1-pl |   9 | 0
 5053 | r1tcwcB9 |   13 | demo-1-pl |  10 | 2
 5054 | r1teh6nc |   13 | demo-1-pl |   0 | 0
 5054 | r1teh6nc |   13 | demo-1-pl |   2 | 1987
 5054 | r1teh6nc |   13 | demo-1-pl |   3 | 4
 5054 | r1teh6nc |   13 | demo-1-pl |   4 | 6
 5054 | r1teh6nc |   13 | demo-1-pl |   6 | 1
 5054 | r1teh6nc |   13 | demo-1-pl |   7 | 1
 5054 | r1teh6nc |   13 | demo-1-pl |   8 | 1
 5054 | r1teh6nc |   13 | demo-1-pl |   9 | 0
 5054 | r1teh6nc |   13 | demo-1-pl |  10 | 3
 5055 | r1t9RQke |   13 | demo-1-pl |   0 | 0
 5055 | r1t9RQke |   13 | demo-1-pl |   2 | 2000
 5055 | r1t9RQke |   13 | demo-1-pl |   3 | 1
 5055 | r1t9RQke |   13 | demo-1-pl |   4 | 4
 5055 | r1t9RQke |   13 | demo-1-pl |   6 | 1
 5055 | r1t9RQke |   13 | demo-1-pl |   7 | 0
 5055 | r1t9RQke |   13 | demo-1-pl |   8 | 0
 5055 | r1t9RQke |   13 | demo-1-pl |   9 | 0
 5055 | r1t9RQke |   13 | demo-1-pl |  10 | 5
 5056 | r1tvcNfz |   13 | demo-1-pl |   0 | 0
 5056 | r1tvcNfz |   13 | demo-1-pl |   2 | 1993
 5056 | r1tvcNfz |   13 | demo-1-pl |   3 | 4
 5056 | r1tvcNfz |   13 | demo-1-pl |   4 | 6
 5056 | r1tvcNfz |   13 | demo-1-pl |   6 | 1
 5056 | r1tvcNfz |   13 | demo-1-pl |   7 | 1
